,host_id,host_about,host_response_time,host_response_rate,host_is_superhost,host_verifications,calculated_host_listings_count,host_identity_verified,host_has_profile_pic
7155,147221977,"I am not personally available, but my partner Superhosts are available to assist with all your requirements. 
I love traveling and I know your experience in my apartment will be super special. ",,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7157,196589309,,,,f,['phone'],1,f,t
7158,316781611,,within an hour,99%,t,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",6,t,t
7162,338956747,,a few days or more,40%,f,"['email', 'phone']",1,f,t
7164,338996513,,within an hour,100%,t,"['email', 'phone']",1,t,t
7165,44756503,,within a day,70%,f,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
7166,336027664,,within an hour,96%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",5,t,t
7172,339149387,,within an hour,100%,f,['phone'],1,f,t
7173,12631373,I am a dietician and live in beautiful Athens! I love traveling! ,,,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
7176,314122589,"Born and raised in Athens i had always a passion for travelling. Having visited more than 35 countries i know from first hand what is needed to create an unforgettable experience for a guest. Together with my husband Antonis we launched Exis Project, a company that offers unique gastronomical experiences to people from all around the world. We are more than happy to accomodate you and make you get the most out of your experience in Athens!
",within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
7179,339385107,,within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7180,122411345,,,,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,f,t
7183,8706617,"HI! My name is Noa, i recently moved to live more often on my boat which is parked in jaffa port , so i am renting my house which i have built all by my self with help from friends and family.  I love to travel and mostly to do upcycle art. I love Tel Aviv and specifically Jaffa. It has an expressional freedom and mix that I wish for everyone to experience.",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
7186,55381031,I am a student currently living in Athens Greece. I am passionate about film making and arts. I love to travel and meet people from all over the world and this is why I decided to offer a room in my apartment. ,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7187,186918103,,within an hour,100%,f,"['email', 'phone']",1,f,t
7188,323268227,"hello!!
I m Savvas from GREECE.
I m a traveller and a host as well with 9years of experience.
like people,places,animals and good food !!",,,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7189,339900892,"I am a musician who love travelling hosting and meeting new friends!
Ι also like to renovate houses and explore new ways of alternative hosting. I also use Airbnb as part of a lifetime experience and thus I am know exactly how to make your experience unique!! Join me in this trip.. Let me show you Greek hospitality and comfort. ",,,t,['phone'],1,f,t
7191,339991991,"We have made our apartment available on Airbnb for travelers who wish to visit Athens for a shorter or longer period. The apartment is in the city center of Athens, between Syntagma, Kolonaki and Exarcheia on a busy street but the apartment itself is overlooking the backyard therefore it's quiet during the day. The rest of the building is inhabited by families, students, working individuals etc as well as some small businesses  so we would really appreciate if you wouldn't disrupt their everyday routine.  We will try to make you feel as comfortable as possible and we hope the description and rules of the apartment are clear enough and the amenities can cover your needs. Please advice us beforehand for any questions or special requests you might have. Mostly we will be in touch via email/the platform. ",within an hour,100%,f,"['email', 'phone']",1,f,t
7192,340011299,,within a day,69%,f,['phone'],2,f,t
7194,158522982,,,,f,['phone'],1,f,t
7198,340198932,,within a day,50%,f,['phone'],1,f,t
7200,340304419,,,,f,['email'],1,f,t
7201,263198893,"¡Hello Guests!

My name is Ricardo and it is an enormous pleasure to provide you with the best accommodation possible. I am the host, and I am here to delight you with an elegant and comfortable apartment in the epicenter of Uptown Athens. Enjoy your stay, and welcome to Greece!",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7202,340342980,,a few days or more,33%,f,"['email', 'phone']",1,f,t
7203,340352773,,a few days or more,0%,f,['phone'],1,f,t
7204,340370819,,within a few hours,100%,t,"['email', 'phone']",1,t,t
7208,216815274,,within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7211,340480715,"I'm a photographer and videographer based in Athens who travels in the summer for work.  I live with my partner, our two dogs and two cats in the neighborhood of Patisia, an area we enjoy for its diversity and great ethnic cuisine.
I enjoy all things mid-century retro which is why I spend my free time exploring vintage markets and remodeling furniture from that era.  
I truly love Athens and I am committed to providing a comfortable and relaxing home-away-from-home experience so guests can enjoy this city as well!",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7214,340552463,,a few days or more,0%,f,['phone'],1,f,t
7215,340626796,,within an hour,80%,f,"['email', 'phone']",1,f,t
7219,340732358,,,,f,"['email', 'phone']",1,f,t
7220,340795634,,,,f,['phone'],1,t,t
7222,315912768,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",2,t,t
7223,340816737,,within an hour,100%,t,['phone'],1,f,t
7224,101334473,"My name is Desy and I am from Athens ! I gained a lot of experience through traveling around the world the last eight years and living in different countries. So I am super excited to host you in my cozy studio located in the historical center of Athens, I am also an experience travel agent, being part of BlissTravel company. So, any tour, travel design or anything that you would like to organise in order to make your trip unique, please concider me as your travel expert!",,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7225,340840681,,within an hour,100%,f,['phone'],1,t,t
7233,340921732,"Hi,
Me and my husband we love to travel and have already visited many countries with our kids. We now live abroad and have my lovely small apartment in Athens for rent.",within an hour,100%,f,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7235,340932967,,a few days or more,0%,f,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7236,137514514,,,,f,"['email', 'phone']",1,f,t
7238,341070378,,,,t,['phone'],2,t,t
7239,341068482,,,,f,['phone'],1,f,t
7241,341138575,,within an hour,100%,t,['phone'],1,f,t
7243,132847820,"I am passionate about traveling and hospitality and, ever since I was a child, I dreamed of having my own business in the travel industry. But, before being a host, I am first a guest. I have traveled to more than 30 countries and I know what to expect from a place to stay. This is why, when I arranged my space, I did it from the eyes of the traveler, paying attention to all the details, so that you have a fabulous stay. It is my great pleasure to have you as a guest. Welcome to Greece!",within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7250,341554414,"Hi guys my name is Teona, it will be my pleasure to host you..
 ",a few days or more,0%,f,"['email', 'phone']",1,f,t
7252,53421417,,,,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",1,t,t
7253,341620239,,within a few hours,100%,f,"['email', 'phone']",1,f,t
7255,341769330,,,,f,"['phone', 'offline_government_id', 'government_id']",1,t,t
7258,341786257,,within a day,92%,f,"['email', 'phone']",6,t,t
7264,227964055,"Σε κεντρική τοποθεσία στον πεζόδρομο της οδού Αποστόλου Παύλου, το Phidias Hotel απέχει μόλις 250μ. από την Ακρόπολη και 100μ. από το σταθμό Θησείο του Μετρό. Διαθέτει μπαρ και προσφέρει κλιματιζόμενα δωμάτια με δωρεάν Wi-Fi.

Τα δωμάτια του Phidias είναι εξοπλισμένα με δορυφορική τηλεόραση, σίδερο και στεγνωτήρα μαλλιών. Όλα τα δωμάτια έχουν ιδιωτικό μπάνιο με ντους.
Δύο απο τα τέσσερα δωμάτια που προσφέρουμε βρίσκονται στο υπόγειο χωρίς παράθυρο και τα άλλα δύο προσφέρουν παράθυρο. Δείτε τις καταχωρήσεις μας για να δείτε ποιο δωμάτιο ταιριάζει στις ανάγκες σας! 

Το Phidias διαθέτει lounge, όπου οι επισκέπτες μπορούν να απολαύσουν καφέ και ποτά από το μπαρ. Καθημερινά σερβίρεται ευρωπαϊκό πρωινό (με έξτρα χρέωση) και υπάρχει 24ωρη υπηρεσία δωματίου.

Τα κατοικίδια επιτρέπονται κατόπιν αιτήματος και υπάρχει επιπλέον χρέωση για την οποία ενημερώνεστε στο check-in σας.

Ο σιδηροδρομικός σταθμός του Θησείου απέχει 150μ. από το ξενοδοχείο, ενώ η Αρχαία Αγορά είναι 100μ. μακριά. Κοντά στις εγκαταστάσεις θα βρείτε δωρεάν χώρο στάθμευσης.

..............................................................................................................................................................

Centrally located on the pedestrian street of Apostolou Pavlou Street, Phidias Hotel is just 250 meters away. from the Acropolis and 100m. from Thiseio Metro station. It has a bar and offers air-conditioned rooms with free Wi-Fi.

Rooms at the Phidias are equipped with satellite TV, an iron and a hairdryer. All rooms have a private bathroom with shower.
Two of the four rooms we offer are located in the basement without a window and the other two offer a window. See our listings to see which room suits your needs!

Phidias has a lounge, where guests can enjoy coffee and drinks from the bar. A continental breakfast is served daily (extra charge) and there is 24-hour room service.

Pets are allowed upon request and there is an additional charge. For the cost you will be informed on your check-in.

Thiseio Train Station is 150 meters away. from the hotel, while the Ancient Agora is 100m. far away. Free parking is available near the premises.",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",4,t,t
7265,342115009,,,,f,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,f
7271,342364295,,within an hour,100%,t,"['phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7272,342304835,,within an hour,100%,f,"['email', 'phone', 'work_email']",4,f,t
7276,242441333,,,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
7290,342994728,,a few days or more,0%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7293,95364854,"I enjoy meeting people from other countries and discover a different culture...I love travelling, going to festivals and experience new flavors..!!!",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7294,343418491,,a few days or more,0%,f,"['phone', 'jumio', 'offline_government_id', 'government_id']",1,f,t
7299,343515432,,,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id', 'identity_manual']",1,t,t
7303,230815787,I like to travel and meet other cultures and people ,within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7311,344636975,,within an hour,100%,f,['phone'],1,f,t
7313,10357721,,,,t,['phone'],1,t,t
7314,33831496,"We are a French-Greek family who loves to travel and explore places around the world. We have roots in Crete, Greece and south of France. We appreciate epicurean pleasures in life and adore the beauty of nature! We care about hospitality and would love our guests to feel at home while staying with us!",within a day,67%,f,"['email', 'phone', 'reviews']",1,f,t
7315,33455476,Hello! ,,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",2,t,t
7316,344915065,"Hi ! We are Nickos, Iphigenia and Nicole. We hope to enjoy and love Athens as mush as we do.  ",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",5,t,t
7321,177652269,I love travelling around the world and spending time with my family,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
7322,345287621,!,within a day,100%,f,"['email', 'phone']",1,f,t
7323,5145630,"Athens, Greece
",within an hour,100%,f,"['phone', 'facebook']",2,f,t
7324,30307307,"I am an Art Historian of Ancient Greek and Roman Art. I split my life between the United States, where I spend my winters and Greece, where I spend my summers. I love to travel, enjoy culture, and explore other civilizations.  Quite often, when I travel with my family we stay at airbnb apartments and we are happy to share ours when we are out of town.",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7325,50521631,"Love playing with my two angels Vivian & Eric (11 & 8 yo). Traveling around the world!!! Skiing during winter time and swimming during summer time are my favourite hobbies…;-)

 (Website hidden by Airbnb)",,,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
7326,345965606,,within a few hours,100%,t,"['email', 'phone']",1,f,t
7327,5593322,"I was born in Athens but moved to Vancouver, Canada, where I was raised. The love for beautiful Greece and its culture made me return to Athens, where I run a boutique real estate brokerage and have four fabulous Airbnb listings.
I am looking to provide the best possible experience for guests visiting the city. There is nothing more reassuring and calming than finding a place that feels like a second home on your travels. 
To escape everyday life's tempo, I enjoy painting, studying law, playing tennis, and eating delicious foods.
Feel free to contact me with any questions you might have, or even if you want to say hi.
I am looking forward to hearing from you soon.
",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",4,t,t
7328,144828588,,within a few hours,100%,f,"['email', 'phone', 'facebook']",1,f,t
7329,12177872,"Hello all!

I am an iGaming professional, currently living in Malta and I am very excited to help other guests fulfil their travelling needs! Same as you, I love exploring and discovering the world -my travels have taken me all around Europe, US, Latin America (and beyond :-) so I know the importance of “feeling at home”, in a great neighborhood and the ability to do the things you love. 
Guests can contact me at anytime for anything they might need. I am happy to make suggestions and recommend places worth visiting!

Looking forward to e-meet you :-)",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
7330,346117106,,within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7331,346342382,,,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'work_email']",4,t,t
7332,183622336,Punctual and thorough,,,f,"['email', 'phone']",1,f,t
7333,165576652,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7334,121038039,,within an hour,100%,f,"['email', 'phone', 'facebook', 'reviews']",1,f,t
7336,68859466,,,,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7338,346649977,,within an hour,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",14,t,t
7341,284183363,,,,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7343,346890251,"Hello there! My name is Ektor Totis, Im Greek and I want to give the best possible accommodation and (Website hidden by Airbnb) apartment is quiet, well ventilated and cheap. I can also be your guidance in Athens and can supply a car with rent. Thanks for reading!! Cheers..",a few days or more,33%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7347,346967256,,,,f,"['email', 'phone']",1,f,t
7349,347252565,"Hello to any potential guest!
   After staying by myself two years in this light and cosy Studio Penthouse, 
I felt very satisfied when I decided to offer it for other guests or friends of mine to stay because all this period, as an Architect Engineer, I have, step by step renovated it to be extremely functional and cosy for everyone. 

That's why I estimate that your staying will be unforgettable and enjoyable !!

Warm regards !
Mary",,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7350,347273131,Hello I am Diana. I have lived in Plaka all my life and continue to enjoy Plaka with my husband and 2 children.  Plaka is a wonderful place to explore Athens and enjoy the Greek experience.,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",6,t,t
7352,347515315,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,f,t
7356,347738713,,within an hour,78%,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7357,216267990,,,,f,"['email', 'phone']",2,t,t
7359,240010333,"I have always been an achiever , I believe in success only through hard work    ",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",3,t,t
7360,204283560,,a few days or more,0%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7361,347861731,,,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7365,347879284,,,,f,['phone'],1,f,t
7368,68244415,"Passionate about real estate, my usual line of work gives me the opportunity to be involved with properties on a global level from a more 'technical' aspect. This new project gave me the opportunity to bring out my artistic self, the renovation process brought me great joy and I simply cannot wait to share the positive ambience with you. ",within an hour,100%,f,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7369,19998657,"Hallo, I am Kostas and I think that the world is a small neighbourhood...that is why I am trying to make it seem more friendly and full of positive energy...",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7370,111897946,Θα χαρώ πολύ να σας φιλοξενήσω στο όμορφο διαμέρισμα μου στο κέντρο της Αθήνας!,within an hour,100%,f,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7371,348102748,,within an hour,100%,f,"['email', 'phone']",1,t,t
7372,347414863,,,,f,"['email', 'phone', 'identity_manual']",1,t,t
7374,348194810,,,,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7384,270512021,,within an hour,83%,f,"['email', 'phone']",1,f,t
7386,67732810,,within a day,50%,f,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7387,5405197,Happy dreamer!,,,f,"['email', 'phone', 'reviews']",1,f,t
7394,241399636,,within a few hours,100%,f,"['email', 'phone', 'offline_government_id', 'government_id']",2,t,t
7395,348987517,"Hello,I am Christos!I am a proud Athenian who loves to travel ! I would be happy to answer your questions or help you with everything you may need!",within an hour,100%,f,"['email', 'phone']",1,f,t
7397,266722089,,within an hour,90%,f,"['email', 'phone', 'offline_government_id', 'government_id']",2,t,t
7406,248473969,"I am Vasilis, but my friends call me Bill. I am an entrepreneur and escape room designer by profession and choice! I have studied Economics & Accounting in Greece. I have worked for years in Management and Human Resources in Greece’s most premium restaurant chain, constantly interacting with people and learning from them! During the last years I was part of the team that created Great Escape Rooms. Great Escape Rooms is one of the first and most successful Escape Room companies in Greece, based in Athens, but with branches in other cities in Greece and Cyprus. I love meeting new people and interacting with them!
My choice in movies and literature is classic, with murder mysteries and crime fiction being my absolute favourite! I also enjoy period pieces and my guilty pleasure is pirate movies and Greek classic films of past decades. I also love playing board games!

I have great knowledge of Athens, the places to visit, eat and drink. Athens is not just its famous ancient monuments, or the modern and stylish nightlife spots. It is the small, under-the-radar corners of a city that give it its flavour, and Athens has many of them.",,,f,"['email', 'phone', 'offline_government_id', 'government_id']",2,t,t
7410,349456109,"Hello, I live and work in Athens , my interests include travelling , art, interior decoration. I look forward to making your stay in the city a memorable experience.",within a few hours,100%,f,"['email', 'phone']",1,f,t
7413,2312608,"Love to travel...
",within an hour,100%,f,"['email', 'phone', 'manual_online', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
7417,36780492,"Hi there!! I am Armando from Greece. After having the time of my life, for 3 years, in Barcelona, I decided to move back in Athens hoping to start my own business. 
I love travelling and meeting new people and I would be very happy to host you in my apartment in mythical Athens. Looking forward to seeing you soon and show you the best spots of the city!!",within an hour,100%,t,"['email', 'phone', 'reviews', 'jumio', 'government_id']",1,t,t
7419,349776029,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7420,349845134,,within an hour,100%,f,"['email', 'phone', 'identity_manual']",1,t,t
7423,350131565,,within an hour,100%,f,"['email', 'phone']",1,f,t
7425,120414606,"Hi Everybody!
I am Dorian. I live in Athens and love to meet interesting people around the world. I have friends and relatives in all over Europe and in the USA and spend a lot of time traveling and touring with my band. I always enjoy being hosted so I decided to become a host in Athens, Greece and share this wonderful city with all of my future guests and friends! I speak Greek and English so feel free to contact me at any time. I will always respond as soon as possible.

My apartments have the ideal balance between modern and traditional and a perfect location for great sightseeing and convenient comfort breaks for all city loving guests. 
Please come and visit! It would be a pleasure to host you.
Hope to see you soon!!!

Cheers,
Dorian",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
7426,109988039,,a few days or more,10%,f,"['email', 'phone', 'google', 'reviews']",3,f,t
7430,195124940,(Email hidden by Airbnb),within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
7433,350506097,"Hi! It is Tasos and Christos! We are the founders of Ecohub! 
We believe that our existence on this beautiful planet is not for granted. We live and act upon this earth with ethos, filotimo and meraki, Greek words that represent who we are. We feel responsible over our home, earth, our family and people all around the world. After all, earth is what we all have in common. This is why we feel the urge to protect her. We respect and value what is generously given to us, we consider everyday a new opportunity, a gift.  
So we choose to act, because we have the power, united, to make a big impact by making the right choices. Not by duty but because this is who we are, this is our lifestyle.
Thus, we collaborate with individuals and companies that create only ethically made products. Products that come from earth without taking advantage of her. Products with ethos made by people with filotimo and meraki. People we choose carefully to bring together, to become a big family, a big Eco Hub to make a big impact we will all be proud of.   
Ecoflat represents our philosophy on how hospitality should look like, combining sustainability together with the Greek traditional hospitality.",,,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7434,350581122,,within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7437,350634541,,within an hour,100%,f,['phone'],1,f,t
7438,349458522,,within an hour,97%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7440,350535622,,within a few hours,100%,f,['phone'],1,f,t
7442,700650,"Hello! I was born and raised in Athens. Living in the city centre for the last five years after years of studying and living abroad. I love walking around this place and discovering things that I haven't noticed before. Being part of the Airbnb community gives me the opportunity to meet new people and share my love for Athens. I try to engage with people with kindness, respect and thoughtfulness.",within a few hours,100%,f,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",2,t,t
7445,145467916,,within an hour,100%,f,"['email', 'phone', 'facebook', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",3,t,t
7450,351300771,,within an hour,90%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7452,309261107,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",2,t,t
7453,149586780,"Ονομάζομαι Έλενα κι έχω την χαρά να κατοικώ σε ένα από τα ομορφότερα νησιά της Ελλάδας, την Κέρκυρα. Τα χρώματα και η ιδαίτερα αισθητική του τόπου μου φαίνεται πως έπαιξαν καθοριστικό ρόλο στη διαμόρφωση του χαρακτήρα μου. Ευαίσθητη, ανήσυχη, με αγάπη για τον άνθρωπο. Δεν είναι τυχαίο, άλλωστε, πως εργάζομαι στον χώρο της ψυχικής υγείας με άτομα με νοητική υστέρηση και σύνοδες ψυχικές νόσους. Τα ταξίδια αποτελούν για εμένα τον ομορφότερο τρόπο αναψυχής κι απόδρασης από την ρουτίνα της καθημερινότητας.",,,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7454,351330760,,within an hour,100%,f,"['email', 'phone']",1,f,t
7455,133627331,,within an hour,100%,t,['phone'],2,t,t
7456,351364638,"Hi I’m George, I’m traveler and looking forward to host you in my place so you can  spend your days with fun and safety.",within an hour,100%,f,"['email', 'phone']",1,t,t
7457,351458894,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",2,f,t
7466,87719671,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7476,134044000,"Hi! 
My name is Alex,
I am an architect and a design enthusiast. 
I am renting my little gem in the centre of Athens. 
A small house with the same amenities of a big one.
I am always on the lookout to find art and cultural events. Feel free to ask me about anything you need.",,,t,"['email', 'phone', 'offline_government_id', 'government_id']",1,t,t
7478,350804454,,within an hour,80%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",8,t,t
7482,95461128,,within a few hours,100%,f,"['email', 'phone', 'reviews']",1,f,t
7484,351866876,"Hello, I am Maria, welcome to Maria’s Apartment! I look forward to hosting you in this contemporary and modern flat which was recently renovated with lots of passion and attention to detail.",,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",1,t,t
7489,86859429,Occasional traveler and host. I like to offer my guests the same experience that I would like to have as a guest myself. I like to treat my hosts' spaces as  I would like my space to be treated by a guest.,within a few hours,90%,f,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'government_id']",1,t,t
7494,28731977,"Living in Koukaki for more than 25 years, this neighborhood has it's own character, next to the historic center of Athens. 

I like food, travel, cinema and music
I like meeting new people 

Hope to see you around!",within an hour,100%,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7496,352470004,,,,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7500,348821686,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7501,351393903,,,,f,"['email', 'phone', 'offline_government_id', 'government_id']",1,f,t
7502,351500187,,within a few hours,100%,t,['phone'],1,f,t
7503,352875775,,within an hour,100%,f,"['email', 'phone']",1,f,t
7505,79178113,,within an hour,100%,t,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
7506,282524868,"Είμαστε η Ρένα και ο Λάκης και σας παρέχουμε την οικία μας για να κάνουμε άνετη και ευχάριστη την διαμονή σας στην Αθήνα. Μας αρέσει να ταξιδεύουμε,να ψαρεύουμε και να περπατάμε...Μπορουμε να σας κατατοπισουμε για την διασκέδασή σας και τις αγορές σας στο Κουκάκι.Θα χαρούμε πολύ να σας εξυπηρετήσουμε.",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",1,t,t
7509,30396262,,within a few hours,100%,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id']",1,t,t
7511,131082877,,,,f,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7512,353193631,"I am an Athenian goldsmith and merchant for the last fourty years, holding my origins from Ayvalik (greek: Kydonies), a seaside town on the northwestern Aegean coast of Turkey. I have traveled in many places worldwide, i love visual and plastic arts, history and architecture and i am interested in art restoration.",within an hour,100%,t,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",4,t,t
7517,423430361,,,,f,"['email', 'phone']",1,t,t
7522,1462229,I am a cultural manager working in cultural projects around the world. I am currently based in EU!,,,t,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",1,t,t
7524,2893044,,a few days or more,0%,f,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",1,t,t
7526,353944954,,within an hour,80%,f,['phone'],1,f,t
7527,50895399,,,,f,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",1,t,t
7529,43565071,"Artesana de profesión, por mi trabajo he viajado mucho. Me encanta conocer gente y que me enseñen su forma de vida!",within a few hours,92%,f,"['email', 'phone', 'reviews']",2,f,t
7531,176163986,,,,f,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",1,t,t
